nome_arquivo;soja;quantidade_soja
IMG_20231004_154146_jpg.rf.beb367971ee7bff76a68808232970d78.jpg;1;1
IMG_20231005_091105_jpg.rf.dc5f54d18059954f15bb539320cb12da.jpg;1;1
IMG_20231026_191201_jpg.rf.6bd9d8c5a4159bed9a6f91d4d2f3965c.jpg;1;1
IMG_20230925_102007_jpg.rf.06b68cc2e5ba05a2894f1bfc1d5465d8.jpg;1;1
IMG_20230925_102033_jpg.rf.b14c697ddc0472f66a63c3c9b6cf57a5.jpg;1;1
IMG_20230925_102045_jpg.rf.8061bc7ae71bb922a7f648f98dd7baf3.jpg;1;1
IMG_20230926_150052_jpg.rf.2661f3702df92085c082212833adfa8f.jpg;1;1
IMG_20230926_150207_jpg.rf.ad9c994be4ea35602bde27b3c52288a9.jpg;1;1
IMG_20230926_150401_jpg.rf.e2a768c9c3ec14ca662786692e0b97e0.jpg;1;1
IMG_20230926_151506_jpg.rf.464336f72924c902afe245c7fd9c0f70.jpg;1;1
IMG_20230927_155036_jpg.rf.b7f4c6db5fd5607c1faeea7112befec8.jpg;1;1
IMG_20230927_155056_jpg.rf.71747bd60c3d7be4daf51aa4866e3d81.jpg;1;1
IMG_20230927_155113_jpg.rf.603a7abbd32430bfed686fd09d94696c.jpg;1;1
IMG_20230927_155822_jpg.rf.71d660cf5fe1c9f8f5e58260d0f2ef36.jpg;1;1
IMG_20230927_155836_jpg.rf.7685908d3add37118e4e7cc0384f9b73.jpg;1;1
IMG_20230928_103238_jpg.rf.4b22ad2921654e489b4dabf72730da49.jpg;1;2
IMG_20230928_103316_jpg.rf.10f99a8703915acfd78c1a63fb4db85d.jpg;1;1
IMG_20230928_103320_jpg.rf.21723cd4ba2db5927ea562d4f6910c2f.jpg;1;1
IMG_20231001_155804_jpg.rf.85418173613c3fdc1157d7af6f293bc0.jpg;1;2
IMG_20231001_155839_jpg.rf.4035433603717d4ba215085550af10bc.jpg;1;2
IMG_20231001_155913_jpg.rf.3a89d9efd60f4ad2f38d4ee7a108cb56.jpg;1;2
IMG_20231002_143329_jpg.rf.a8def809ff9191829bb8705373447736.jpg;1;1
IMG_20231002_143335_jpg.rf.4aea8974605c12ebba676bb358c749fb.jpg;1;1
IMG_20231002_143536_jpg.rf.2561254fcb899d7b8e9828754aae0c62.jpg;1;1
IMG_20231002_143550_2_jpg.rf.a8007354fc57b70e34b3dc45d36cc710.jpg;1;1
IMG_20231002_143557_jpg.rf.3f5fafbc7fbff7224c2df66622271962.jpg;1;1
IMG_20231002_144005_1_jpg.rf.10cc80b90b6f3f9c0601f09dbc960449.jpg;1;2
IMG_20231002_144029_1_jpg.rf.cdb0658c149c36c08a9d795bd4f19d13.jpg;1;2
IMG_20231003_152446_jpg.rf.be683a345616c7d20a5a07b20c60080d.jpg;1;2
IMG_20231003_152452_jpg.rf.52d63ada08990cf9338ff4649c093c34.jpg;1;2
IMG_20231003_153011_jpg.rf.a2373e078d6677f72b07377f4a44484b.jpg;1;2
IMG_20231003_153106_jpg.rf.640192bd028df8ba1d54e7b473752029.jpg;1;2
IMG_20231003_153147_1_jpg.rf.12b9a2db10d072e80e1773ffcd6e738f.jpg;1;2
IMG_20231003_153221_jpg.rf.7bda4a1528448d1b0f5c2131f18b154a.jpg;1;1
IMG_20231003_153926_jpg.rf.326eae1510450871ac0d636b499753be.jpg;1;2
IMG_20231003_154035_jpg.rf.238ec1063a4fdd41475360f2741419f2.jpg;1;2
IMG_20231004_153709_1_jpg.rf.056103dd490f00f07a8c3f4df79d91a0.jpg;1;1
IMG_20231004_153912_jpg.rf.a0afceba493fcac52791abe21814ef5d.jpg;1;1
IMG_20231004_154015_jpg.rf.b6b52f2e21598597d3e2447ac9097964.jpg;1;2
IMG_20231004_154019_jpg.rf.ce853d6639f4bc7dc847d4820df6cf66.jpg;1;2
IMG_20231004_154135_jpg.rf.ba54b9341e9ff73c782703ad7d08d4fc.jpg;1;1
IMG_20231005_091003_jpg.rf.5b548fb10488a638b9a7f9698b1bf193.jpg;1;2
IMG_20231005_091050_jpg.rf.53585769e8fab583817322c189c4a348.jpg;1;1
IMG_20231007_113305_jpg.rf.44c3de9339b8c440a2ca8e748afd9d6f.jpg;1;2
IMG_20231007_113324_jpg.rf.e600786dfb6301fb3f21be31988fe3fc.jpg;1;2
IMG_20231007_113346_jpg.rf.1df83aa77393fd94883c317efab96630.jpg;1;2
IMG_20231007_113358_jpg.rf.c69cc96681cd2bc7657cbaf6c473b7dd.jpg;1;2
IMG_20231008_152501_1_jpg.rf.a953b3add3d87297bc06a86494a39633.jpg;1;1
IMG_20231008_152547_jpg.rf.340a3f6bea209aab81cb5355ddec8677.jpg;1;1
IMG_20231008_152551_jpg.rf.adf8ba69f3395c98a6f852fd6ab1349e.jpg;1;1
IMG_20231008_152743_jpg.rf.ef09e5b083d0383ac781bced0b18609a.jpg;1;1
IMG_20231008_153025_jpg.rf.52cf55571072d7067f5608d3ccc053c0.jpg;1;1
IMG_20231009_163412_jpg.rf.f37a6ec6b8970c00a3d45e816f44d8b0.jpg;1;1
IMG_20231009_163522_1_jpg.rf.09fe2cd59c3a3a198a561c0f4a1e7fbd.jpg;1;1
IMG_20231009_163544_1_jpg.rf.7925b019883d147a990cee27e4e334c3.jpg;1;1
IMG_20231010_110034_jpg.rf.f07f2f4394b0c42963539bf61c3233d5.jpg;1;1
IMG_20231010_110058_jpg.rf.48476c8896dea499d6c61796eedb0413.jpg;1;1
IMG_20231010_110136_1_jpg.rf.c535a02d902ddba733355341adbc5bf2.jpg;1;2
IMG_20231010_110256_jpg.rf.7e8bd878cf7a7415caeb9c8c1f56d957.jpg;1;1
IMG_20231010_110320_jpg.rf.af8b1fa47920547ef83eb5afeef90cc5.jpg;1;1
IMG_20231011_112121_jpg.rf.58c949eb383c6cb45ac4b4ca889b350c.jpg;1;1
IMG_20231011_112140_jpg.rf.f3aa29f83d5d06bd6fd71d280554821b.jpg;1;1
IMG_20231011_112156_jpg.rf.f7f9e3282e7a5587dbaf3779bb36b547.jpg;1;1
IMG_20231011_112238_jpg.rf.184092483c6069c26c1d00c8960f1c3f.jpg;1;1
IMG_20231011_112318_jpg.rf.f46d561a91292030419bae2cad07d0a0.jpg;1;1
IMG_20231012_154750_jpg.rf.a42278ca58dcaf8376bd05e9d97796a7.jpg;1;1
IMG_20231012_154838_jpg.rf.f1bd99e1ba79860f01f6c6442314a155.jpg;1;1
IMG_20231012_154855_jpg.rf.37429e0ac9c7b575760db5f096501234.jpg;1;1
IMG_20231012_154859_jpg.rf.f305b8306bb07da80dcdfc58b6f66a1a.jpg;1;1
IMG_20231012_154919_jpg.rf.ce234cb42e699a4ac634f46c6612d691.jpg;1;1
IMG_20231012_155114_jpg.rf.5ce4eaa9a2a9ad9cfa5d25f1345597f0.jpg;1;1
IMG_20231012_155132_jpg.rf.74ec6becbb3590d7ae396467b6d400a9.jpg;1;1
IMG_20231012_155205_jpg.rf.2a2243a39a298e2b83029c41c2863d69.jpg;1;3
IMG_20231012_155229_jpg.rf.79158c05b24ed6d6ae13451829e9fb22.jpg;1;1
IMG_20231016_150408_jpg.rf.2a775ec7fca524242c8276e492492d70.jpg;1;1
IMG_20231016_150418_jpg.rf.fbe55aeae19338b2801aac2d5c7134ce.jpg;1;1
IMG_20231016_150419_jpg.rf.8404f8faab07cad6020549cdbfd82f11.jpg;1;1
IMG_20231016_150451_jpg.rf.7bbdfe9de77d7e8103adc07c7d9959ff.jpg;1;1
IMG_20231016_150517_jpg.rf.74289f10d5b06b5a8d721e0f11f3cd26.jpg;1;1
IMG_20231016_150538_jpg.rf.c07c4278de5a23aff6660332c776548e.jpg;1;1
IMG_20231016_150613_jpg.rf.7426d4df7a974f705cc9c08ef0a26a4a.jpg;1;1
IMG_20231016_150622_jpg.rf.c1a91e2b5b93cd2a94652362d4ff52fc.jpg;1;1
IMG_20231018_113620_jpg.rf.3122c4cef430f94e01bf9268c713e4c7.jpg;1;1
IMG_20231018_113834_jpg.rf.bd65c8120703a972e36f7fe305a2dff3.jpg;1;1
IMG_20231018_113844_jpg.rf.6ab96e2c3d8dd8cef3572a1c4cc26b18.jpg;1;1
IMG_20231018_113901_jpg.rf.fa0280ff25c6233484dce8678d92ae92.jpg;1;1
IMG_20231018_113904_jpg.rf.b658f602c0f480c20c3398a1a131a17d.jpg;1;1
IMG_20231019_105510_jpg.rf.e4bf9d39cbf56f089b84d08cbcd44b35.jpg;1;1
IMG_20231019_105529_jpg.rf.4c1f2bb8e830fb0f729065456c85e936.jpg;1;3
IMG_20231019_105535_jpg.rf.43d0e472447be2a4dcc861ab1d528344.jpg;1;1
IMG_20231019_105552_jpg.rf.287437d52b1986e0d2dc99cad9dc17d4.jpg;1;2
IMG_20231019_105614_jpg.rf.5eafc72bb40b2b15a031fa148b490e9f.jpg;1;3
IMG_20231020_153611_jpg.rf.faf4ed777bd2d635cd683b345a5f8697.jpg;1;1
IMG_20231020_153628_jpg.rf.e47ece8deabd9618aab32e47a09f71f7.jpg;1;1
IMG_20231020_153656_jpg.rf.782987a9e0bd912bb3ffc6bc959ae8cb.jpg;1;1
IMG_20231023_111010_jpg.rf.5aec04f20c657ae15ac3c41648e80499.jpg;1;1
IMG_20231023_111048_jpg.rf.575f314ba6526c6276bec672c2cb3f22.jpg;1;1
IMG_20231023_111213_jpg.rf.8f0784b849514ceded81ba4aef0d1861.jpg;1;3
IMG_20231025_111440_jpg.rf.7d6ac9a33a6394dc24712456421507d8.jpg;1;1
IMG_20231025_111643_jpg.rf.3cdc2f8c3c99e70d5bc706ff592894da.jpg;1;1
IMG_20231025_111701_jpg.rf.78b1f0c740186c351467da8ffe8bb8c8.jpg;1;1
IMG_20231025_111719_jpg.rf.b3d1feabb910c52726dd844195b5f586.jpg;1;1
IMG_20231026_191127_jpg.rf.0c3803d194d3ce598746698b444123af.jpg;1;1
IMG_20231026_191148_jpg.rf.aac496c1230415ce3e31f6ad825a6204.jpg;1;1
IMG_20231026_191256_jpg.rf.f6b18956529c44566195e620e34b1cf9.jpg;1;1
IMG_20231026_191306_jpg.rf.1acdfd23e887c493ce00a371ac22ecb8.jpg;1;1
IMG_20231026_191319_jpg.rf.1a165f0dbb84cc34f33b4e1cca56e3a0.jpg;1;1
IMG_20231026_191524_jpg.rf.258f2b43062e47b0043594a5d89e622b.jpg;1;2
IMG_20231026_191537_jpg.rf.670d9369e1e320cd58dd64020f1cf27d.jpg;1;2
IMG_20231026_191603_jpg.rf.ae60a11869531f762aee44707cbb006e.jpg;1;2
IMG_20231027_135623_jpg.rf.748cfe398fdb2f7ca5ca58357d3e6736.jpg;1;1
IMG_20231027_135656_jpg.rf.25b990385aafdaf2291196111d786d66.jpg;1;1
IMG_20231027_135707_jpg.rf.b8f715abfe48afcf22e5915a6d0e030e.jpg;1;5
IMG_20231027_135730_jpg.rf.50f3ac6334863a70e914333a99fa619b.jpg;1;3
IMG_20231027_135756_jpg.rf.270554be1a832bbdbb434a0876f542e6.jpg;1;3
IMG_20231027_135800_jpg.rf.cbc95fa432bf8544b94fe4febc5b7c58.jpg;1;4
IMG_20231027_135814_jpg.rf.bab9884def977cab168e12a094061bf2.jpg;1;5
IMG_20231027_140553_jpg.rf.4ad9fbaf41ec1f60e747f9a517e8e827.jpg;1;1
IMG_20231027_140613_jpg.rf.d5d97efe0632ccbfa579c2da49b9932b.jpg;1;1
IMG_20231030_111643_jpg.rf.d8221643de7cd246caa7818932ac9591.jpg;1;1
IMG_20231030_111736_jpg.rf.8cc4abbc81bbc8e96801e164d0e01851.jpg;1;1
IMG_20231030_111747_jpg.rf.0e14fea0e51f7d3f66963159b666b4cc.jpg;1;1
IMG_20231030_111753_jpg.rf.5241d87bf28d549746e57b638fee5579.jpg;1;1
IMG_20231103_092255_jpg.rf.60b24184479bf006664b7acbe2816c60.jpg;1;1
IMG_20231103_092257_jpg.rf.d5764b637289ad3ed35bdfe5ce8d5aa6.jpg;1;1
IMG_20231103_092317_jpg.rf.57c4b3e39474f0f5530204d0a2ab0cda.jpg;1;1
IMG_20231103_092443_jpg.rf.93d357c32ca30e91399fcd3cabd2b65c.jpg;1;1
IMG_20231103_092459_jpg.rf.b9e1e471d8b9865bbee89a67a0775eea.jpg;1;2
IMG_20231103_092546_jpg.rf.efb5ca952f75b4410743bef0dfc88725.jpg;1;2
IMG_20231103_092550_jpg.rf.8df2102b83b84ef1f35233797b75ec4d.jpg;1;2
IMG_20231103_092620_jpg.rf.d4925c29c7aef152c40ec64bba732f47.jpg;1;2
IMG_20231106_090509_jpg.rf.ae9db38c8d45afebaf2e6cd1bdd910cd.jpg;1;1
IMG_20231106_090525_jpg.rf.29ce44cf2d0e87b027611201592357b0.jpg;1;1
IMG_20231106_090612_jpg.rf.5cf7609d37950bb38fa8f0b5d0cab09d.jpg;1;1
IMG_20231106_090656_jpg.rf.12fa9473aec12e89f57a6b293cb58a58.jpg;1;1
IMG_20231106_090723_jpg.rf.c9ed99363a40aebb7e94883b4854e539.jpg;1;1
IMG_20231106_090807_jpg.rf.26ae13f45854b7e12e6a7dcada8be3fd.jpg;1;1
IMG_20231106_090858_jpg.rf.f4ea456569ff4206df6a512e800bb28a.jpg;1;1
IMG_20231106_091459_jpg.rf.7dcb730ae31eb189289a305268f5e2b7.jpg;1;2
IMG_20231106_091555_jpg.rf.dca4a45fb556294787ced7358e033d6f.jpg;1;2
IMG_20231106_091636_jpg.rf.969f47a95d6194fa9065ed20a8bc57b0.jpg;1;2
Mix-1-00020_png.rf.3d974d88347947ea01ce058c0d9cdf32.jpg;1;3
Mix-2-00002_png.rf.3d8406f0298c73b9d9ea6795156bc10c.jpg;1;2
Mix-2-00023_png.rf.b72846fda555ac9f1efa1301596a6259.jpg;1;3
Mix-2-00042_png.rf.63bb56811ec212b250907d165b2ac7c3.jpg;1;3
Mix-4-00048_png.rf.7d57d98ccf5cfa50843aec53b9811e11.jpg;1;3
VC-1-00031_png.rf.162488c03e5fd8743bc32bac5157fde2.jpg;1;1
VC-2-00002_png.rf.8924c6ae2c40d6cb463a7cb546a45fca.jpg;1;1
VC-3-00002_png.rf.a2cf0eea06cf3380a4a94c9ac74c164b.jpg;1;1
VC-3-00015_png.rf.9d34e67882e0d70ce65ff7321184ac27.jpg;1;1
VC-4-00016_png.rf.ed14abdaea9d15f790d3ea9f3236db44.jpg;1;1
VC-4-00034_png.rf.8189ce9384f5ea2e948a3ea7547bc8ca.jpg;1;1
VE-1-00050_png.rf.ab56a1f695e2f8349e2ab5008604576d.jpg;1;1
VE-1-00051_png.rf.b46d9d40471c1f965a88feedd9543583.jpg;1;1
VE-2-00031_png.rf.a799ee45365cd599c021f9b7dc197e51.jpg;1;1
VE-3-00001_png.rf.5abf1e4a15a7808e60674fac51f9dbfe.jpg;1;1
VE-3-00034_png.rf.bc9c4500b3a1abd3e1f21f54c8dadd82.jpg;1;1
VE-3-00035_png.rf.0337f547ae2f40e8262f1a252ecf1e60.jpg;1;1
VE-4-00002_png.rf.4cba053a564cc3263ff5c41fdae87f65.jpg;1;1
VE-4-00016_png.rf.edc9742266e18ae2c48c6c1b074ade81.jpg;1;1
VE-4-00053_png.rf.f868bfb6c80dc0fa0c79a818fe18b042.jpg;1;1
VE-4-00054_png.rf.3681c6182a6cf424832dc6e3deec70ac.jpg;1;1
IMG_20230926_150038_jpg.rf.63e3167c147c017b2f11c4b878d51d04.jpg;1;1
IMG_20230928_102454_jpg.rf.da1c1fc51bbcb30c3b9ca93f5de4f1b9.jpg;1;1
IMG_20230928_102513_jpg.rf.67ff91a8294f09b9487fe28db5802a24.jpg;1;1
IMG_20230928_103256_jpg.rf.8745a64d6c57701b7104ad9b7b82ac50.jpg;1;1
IMG_20231001_155447_jpg.rf.d37a7327a64c2def7e358098212d7db4.jpg;1;1
IMG_20231001_155450_jpg.rf.884df959e26a7b01bb99b04c75943363.jpg;1;1
IMG_20231001_155605_1_jpg.rf.a6907b087785d6c95dedefe14c20a36f.jpg;1;1
IMG_20231002_143724_1_jpg.rf.820d25b975f26d36b2942f4463fa2ed8.jpg;1;2
IMG_20231003_153646_jpg.rf.bff661308a0f12dc251ca83643022ed7.jpg;1;2
IMG_20231007_113329_jpg.rf.102002a22b5491d03a79a99f9824001b.jpg;1;2
IMG_20231009_163455_1_jpg.rf.e146f764ba297d9da6a7c66e1b6dfeee.jpg;1;1
IMG_20231009_163535_1_jpg.rf.31bc068780bf63fc1f018e1446321272.jpg;1;1
IMG_20231016_150403_jpg.rf.56e866aa0beb50dc6379a4f8c80298b5.jpg;1;1
IMG_20231023_111142_jpg.rf.76c0a04f9945c5dbea3683cb71221523.jpg;1;1
IMG_20231023_111153_jpg.rf.249665ab7923611d7328186abe521b1d.jpg;1;1
IMG_20231025_111449_jpg.rf.1fa18c33c0ffd30ef766bc2931bee9a7.jpg;1;3
IMG_20231030_111750_jpg.rf.8fac36b359dbae80aa144ed2d5c52749.jpg;1;1
IMG_20231103_092211_jpg.rf.79207f7c43fc7d02dc015432fb4ed403.jpg;1;1
IMG_20231106_090437_jpg.rf.90330a80175ffe73c3b4f0d496fc5516.jpg;1;1
IMG_20231106_090825_jpg.rf.96ae208bd9f8af3ff94e1b6db0ef811d.jpg;1;1
IMG_20231106_090845_jpg.rf.9ad073876d51e38ccbdd3369a56054d3.jpg;1;1
IMG_20231106_090850_jpg.rf.3a9f4e2f75208f735f2b49284e9a9ebc.jpg;1;1
VC-2-00025_png.rf.956c4da8aa9ad3e7807b274dec9ec93c.jpg;1;1
IMG_0207.JPEG;0;0
IMG_0208.JPEG;0;0
IMG_0209.JPEG;0;0
IMG_0210.JPEG;0;0
IMG_0211.JPEG;0;0
IMG_0212.JPEG;0;0
IMG_0213.JPEG;0;0
IMG_0214.JPEG;0;0
IMG_0215.JPEG;0;0
IMG_0216.JPEG;0;0
IMG_0217.JPEG;0;0
IMG_0218.JPEG;0;0
IMG_0219.JPEG;0;0
IMG_0220.JPEG;0;0
IMG_0221.JPEG;0;0
IMG_0222.JPEG;0;0
IMG_0223.JPEG;0;0
IMG_0224.JPEG;0;0
IMG_0225.JPEG;0;0
IMG_0226.JPEG;0;0
IMG_0227.JPEG;0;0
IMG_0228.JPEG;0;0
