epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.788,0.66242,1.97908,1.16019,0.87635,0.84085,0.91847,0.71742,0.57987,1.86607,1.16965,0.00330623,0.00330623,0.00330623
2,102.438,0.5371,1.03673,1.03934,0.88879,0.83051,0.92563,0.67856,0.74672,1.63987,1.2899,0.00662642,0.00662642,0.00662642
3,149.221,0.65461,0.95707,1.09306,0.8134,0.68959,0.77894,0.48583,1.0059,1.33822,1.66055,0.00993341,0.00993341,0.00993341
4,195.376,0.74144,0.88841,1.14795,0.73085,0.69492,0.76376,0.49046,0.97557,1.29136,1.59293,0.0099406,0.0099406,0.0099406
5,242.451,0.76745,0.82349,1.15172,0.88355,0.77162,0.86332,0.60471,0.80745,0.93988,1.38541,0.0099208,0.0099208,0.0099208
6,290.53,0.72691,0.7395,1.1324,0.90812,0.74576,0.83464,0.60588,0.75119,0.96054,1.3919,0.009901,0.009901,0.009901
7,339.736,0.683,0.69704,1.11036,0.91789,0.9209,0.95375,0.71032,0.73091,0.6198,1.31269,0.0098812,0.0098812,0.0098812
8,386.061,0.66857,0.66144,1.10097,0.94934,0.84704,0.91904,0.70864,0.67671,0.66119,1.28186,0.0098614,0.0098614,0.0098614
9,432.959,0.65114,0.62198,1.08989,0.90486,0.91352,0.94465,0.76864,0.57132,0.55707,1.1401,0.0098416,0.0098416,0.0098416
10,479.189,0.64663,0.59728,1.08233,0.91183,0.89266,0.94318,0.7324,0.69953,0.56476,1.28885,0.0098218,0.0098218,0.0098218
11,525.078,0.63272,0.59871,1.08733,0.90588,0.9209,0.9517,0.75201,0.60956,0.56864,1.20945,0.009802,0.009802,0.009802
12,571.114,0.62134,0.58466,1.07566,0.98108,0.94915,0.9663,0.79419,0.54223,0.42876,1.17022,0.0097822,0.0097822,0.0097822
13,617.697,0.59956,0.55122,1.05552,0.94224,0.93785,0.96724,0.8052,0.55334,0.47228,1.1273,0.0097624,0.0097624,0.0097624
14,663.671,0.58091,0.52291,1.05609,0.97366,0.89831,0.9569,0.77916,0.59439,0.44783,1.19398,0.0097426,0.0097426,0.0097426
15,709.072,0.57805,0.52325,1.05746,0.91345,0.95408,0.97143,0.81837,0.55354,0.5376,1.15908,0.0097228,0.0097228,0.0097228
16,753.905,0.56814,0.50306,1.04918,0.94554,0.88275,0.95524,0.76157,0.6004,0.54968,1.16336,0.009703,0.009703,0.009703
17,798.999,0.56036,0.49445,1.03381,0.95928,0.93177,0.95169,0.7946,0.51267,0.42889,1.1017,0.0096832,0.0096832,0.0096832
18,843.97,0.5568,0.50078,1.04274,0.95663,0.93785,0.96098,0.78434,0.5976,0.45239,1.19668,0.0096634,0.0096634,0.0096634
19,889.156,0.55037,0.48933,1.03416,0.9588,0.96045,0.97776,0.84287,0.47393,0.39349,1.07717,0.0096436,0.0096436,0.0096436
20,934.355,0.53174,0.47666,1.02134,0.95895,0.92381,0.94429,0.83531,0.44089,0.44752,1.04396,0.0096238,0.0096238,0.0096238
21,980.021,0.53252,0.45538,1.02152,0.96357,0.96045,0.97472,0.8474,0.46922,0.37088,1.08226,0.009604,0.009604,0.009604
22,1027.15,0.52275,0.45627,1.01717,0.98177,0.9661,0.97463,0.85662,0.45175,0.33351,1.09973,0.0095842,0.0095842,0.0095842
