epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.2171,0.69876,1.8163,1.18312,0.83229,0.84113,0.88377,0.67789,0.60893,2.00316,1.21677,0.00330623,0.00330623,0.00330623
2,91.5733,0.55343,1.01809,1.05028,0.80509,0.77012,0.81891,0.51973,0.9475,1.67205,1.53797,0.00662642,0.00662642,0.00662642
3,129.101,0.63571,0.89864,1.07509,0.69806,0.73446,0.75421,0.38774,1.38069,1.73521,1.97553,0.00993341,0.00993341,0.00993341
4,171.025,0.67595,0.82371,1.10704,0.895,0.85311,0.92412,0.7016,0.72602,0.86178,1.30143,0.0099406,0.0099406,0.0099406
5,219.017,0.70543,0.76836,1.10994,0.73302,0.80791,0.83461,0.58362,0.80055,1.15858,1.37341,0.0099208,0.0099208,0.0099208
6,263.132,0.68367,0.69085,1.10551,0.92851,0.91525,0.95918,0.74122,0.70171,0.70349,1.30348,0.009901,0.009901,0.009901
7,303.573,0.66037,0.65767,1.09821,0.9523,0.88701,0.95769,0.79709,0.58956,0.57127,1.1909,0.0098812,0.0098812,0.0098812
8,343.068,0.62046,0.62108,1.07824,0.90078,0.87197,0.91753,0.68725,0.72376,0.68714,1.32335,0.0098614,0.0098614,0.0098614
9,380.175,0.6145,0.5851,1.07349,0.92806,0.9548,0.97035,0.78238,0.62652,0.61012,1.22471,0.0098416,0.0098416,0.0098416
10,417.295,0.6102,0.57035,1.06405,0.94865,0.9096,0.95389,0.71226,0.77842,0.79508,1.32409,0.0098218,0.0098218,0.0098218
11,454.185,0.58711,0.5608,1.06522,0.96423,0.91368,0.95402,0.77129,0.61516,0.5476,1.20879,0.009802,0.009802,0.009802
12,490.331,0.58863,0.54493,1.05392,0.94204,0.9183,0.95481,0.7536,0.69901,0.66896,1.32884,0.0097822,0.0097822,0.0097822
13,526.908,0.56511,0.52156,1.03379,0.97608,0.9435,0.97798,0.80804,0.55393,0.45416,1.14519,0.0097624,0.0097624,0.0097624
14,563.931,0.55705,0.50439,1.04635,0.79183,0.87006,0.89033,0.6872,0.8835,0.71139,1.5155,0.0097426,0.0097426,0.0097426
15,600.117,0.55158,0.50073,1.04554,0.92474,0.90395,0.92873,0.73985,0.66774,0.6105,1.25768,0.0097228,0.0097228,0.0097228
16,635.593,0.53269,0.48148,1.02904,0.95936,0.9661,0.97967,0.82491,0.52764,0.43679,1.1189,0.009703,0.009703,0.009703
17,671.987,0.5265,0.49062,1.02115,0.97526,0.9322,0.96128,0.80271,0.55815,0.49576,1.15072,0.0096832,0.0096832,0.0096832
18,707.463,0.51971,0.47473,1.02727,0.97812,0.9209,0.97953,0.85422,0.49957,0.42371,1.12425,0.0096634,0.0096634,0.0096634
19,742.559,0.51926,0.46674,1.01392,0.98231,0.94139,0.97499,0.83385,0.51041,0.43073,1.08428,0.0096436,0.0096436,0.0096436
20,778.159,0.50241,0.45431,1.0064,0.96588,0.95972,0.97966,0.84961,0.50371,0.39591,1.11753,0.0096238,0.0096238,0.0096238
21,814.822,0.50128,0.44345,1.00248,0.96798,0.92655,0.96159,0.80715,0.51814,0.46607,1.1204,0.009604,0.009604,0.009604
22,850.85,0.49794,0.4468,1.00682,0.97265,0.93785,0.97314,0.83176,0.50234,0.42727,1.10115,0.0095842,0.0095842,0.0095842
23,886.375,0.50221,0.44627,1.01447,0.96043,0.95993,0.98423,0.85572,0.50631,0.39836,1.08562,0.0095644,0.0095644,0.0095644
24,921.488,0.50484,0.45065,1.01505,0.93748,0.97175,0.97497,0.85776,0.45136,0.37181,1.05551,0.0095446,0.0095446,0.0095446
25,956.658,0.48854,0.44483,0.99598,0.96404,0.94915,0.97838,0.81539,0.55057,0.47014,1.14511,0.0095248,0.0095248,0.0095248
26,992.284,0.47296,0.42963,0.99179,0.93922,0.9774,0.98512,0.87635,0.42951,0.36137,1.03596,0.009505,0.009505,0.009505
27,1027.43,0.47227,0.42874,0.9881,0.96933,0.9548,0.98805,0.87858,0.41685,0.34606,1.01521,0.0094852,0.0094852,0.0094852
28,1062.73,0.47704,0.41338,0.9918,0.96578,0.95657,0.97942,0.83646,0.47959,0.40232,1.08933,0.0094654,0.0094654,0.0094654
29,1098.02,0.46994,0.42432,0.98876,0.94108,0.93785,0.95792,0.85565,0.42274,0.40699,1.04377,0.0094456,0.0094456,0.0094456
30,1133.79,0.46649,0.40663,0.98773,0.9638,0.9435,0.97128,0.84695,0.4372,0.38298,1.06794,0.0094258,0.0094258,0.0094258
31,1169.73,0.43694,0.39327,0.97068,0.96658,0.98028,0.98671,0.86591,0.44117,0.3482,1.04794,0.009406,0.009406,0.009406
32,1205.71,0.44543,0.393,0.97503,0.97701,0.9774,0.98947,0.88624,0.41044,0.3321,1.00849,0.0093862,0.0093862,0.0093862
33,1242.06,0.44486,0.39287,0.97626,0.95489,0.97175,0.98816,0.89364,0.42033,0.36366,1.01977,0.0093664,0.0093664,0.0093664
34,1277.82,0.44055,0.39123,0.97302,0.96365,0.9661,0.98371,0.88907,0.41981,0.3367,1.01516,0.0093466,0.0093466,0.0093466
35,1313.48,0.43816,0.38482,0.97482,0.96006,0.9435,0.97879,0.86954,0.44743,0.32921,1.06153,0.0093268,0.0093268,0.0093268
36,1349.25,0.43201,0.38158,0.97123,0.96925,0.9435,0.96926,0.82301,0.50873,0.4124,1.12787,0.009307,0.009307,0.009307
37,1384.79,0.43628,0.37791,0.96761,0.96193,0.97175,0.99162,0.88563,0.41593,0.32344,1.02576,0.0092872,0.0092872,0.0092872
38,1420.19,0.42768,0.37489,0.97028,0.97705,0.94915,0.98811,0.86648,0.45641,0.3487,1.06079,0.0092674,0.0092674,0.0092674
39,1456.17,0.4182,0.36796,0.96147,0.97511,0.9548,0.98741,0.89164,0.41481,0.32888,1.03852,0.0092476,0.0092476,0.0092476
40,1491.99,0.42817,0.3634,0.96506,0.96589,0.96004,0.9903,0.88457,0.40631,0.34268,1.00533,0.0092278,0.0092278,0.0092278
